,activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value,action_type,unit_scale,assay_tax_id,assay_organism,pK,standard_inchi_key
724,138771,195112,10438,319667,167635,=,19.0,%,0,Relative inhibition,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Relative inhibition,=,19.0,%,,,,,10298,Human alphaherpesvirus 1,,NCQHKVZIYZMHRJ-KZVLABISSA-N
725,138775,195112,10438,319657,271247,=,30.0,%,0,Relative inhibition,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Relative inhibition,=,30.0,%,,,,,10298,Human alphaherpesvirus 1,,FXXZRFUMSFDETL-TZZUBUOVSA-N
726,140947,195112,10438,319659,271249,=,36.0,%,0,Relative inhibition,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Relative inhibition,=,36.0,%,,,,,10298,Human alphaherpesvirus 1,,QLIRUYCHLNQTRS-VYKLQSGISA-N
727,142231,195112,10438,319621,1545818,=,148.0,%,0,Relative inhibition,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Relative inhibition,=,148.0,%,,,,,10298,Human alphaherpesvirus 1,,INKRBUYJSMEETR-AEJPYOHVSA-N
728,905012,195256,13646,256087,110583,=,24.0,nM,1,IC50,,,1,7.62,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,24.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,7.619788758288394,CRDIJHAZNROVAL-PONGSQKHSA-N
729,905013,195256,13646,256065,221232,=,350.0,nM,1,IC50,,,0,6.46,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,350.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,6.455931955649724,IYIUKXKMKPFRBK-AWRGLXIESA-N
730,906328,195256,13646,256067,220820,=,6.0,nM,1,IC50,,,0,8.22,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,8.221848749616356,ZJTODRDPAGWPEJ-DEJKCJRPSA-N
731,907692,195256,13646,256064,220707,=,40.0,nM,1,IC50,,,0,7.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,40.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,7.3979400086720375,KPGBASAKRFATDZ-SXWKCWPCSA-N
732,908793,195256,13646,256066,220726,=,100.0,nM,1,IC50,,,0,7.0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,100.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,7.0,IJAJBUCUDNCTMV-AWRGLXIESA-N
733,910226,195256,13646,256077,221561,=,7.0,nM,1,IC50,,,0,8.15,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,8.154901959985743,YENLCWWOFXIPIH-QOAPGFADSA-N
734,911501,195256,13646,256076,221228,=,3.0,nM,1,IC50,,,0,8.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,8.522878745280337,DRCILEHAXVUVFI-IHFIDZABSA-N
735,914263,195256,13646,256082,109705,=,440.0,nM,1,IC50,,,0,6.36,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,440.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,6.356547323513812,SENHIAHLPVAMCW-OZIGNCPNSA-N
736,915496,195256,13646,256068,220827,=,0.6,nM,1,IC50,,,0,9.22,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.6,nM,,,,1e-09,10298,Human alphaherpesvirus 1,9.221848749616356,FDZCETRQCOLLHJ-IBPRQYQWSA-N
737,916666,195256,13646,256070,167634,=,760000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,760000.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,3.1191864077192086,SGIWPAGWLKAFCF-FLKCQLHMSA-N
738,919298,195256,13646,256062,221260,=,27.0,nM,1,IC50,,,0,7.57,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,27.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,7.568636235841013,YVSJBLJVDLTVFG-KDNSLJGTSA-N
739,920393,195256,13646,256053,109212,=,860.0,nM,1,IC50,,,1,6.07,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,860.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,6.0655015487564325,FCTDFLWGJPMSQB-CIEVZJJWSA-N
740,921552,195256,13646,256086,109704,=,15.0,nM,1,IC50,,,0,7.82,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,15.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,7.823908740944319,HYFSMUBVIBQRAP-CIEVZJJWSA-N
741,921553,195256,13646,256069,651784,=,2.0,nM,1,IC50,,,0,8.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,8.698970004336019,REDSVMQELDPLIJ-RRIAGDGJSA-N
742,922791,195256,13646,256084,651783,=,20.0,nM,1,IC50,,,0,7.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,20.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,7.698970004336019,ZGIWCSZNIACRPJ-ILIXDNESSA-N
743,924024,195256,13646,256079,221759,=,2000.0,nM,1,IC50,,,0,5.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2000.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,5.698970004336019,KMOUBSDXELGKDH-DEJKCJRPSA-N
744,926913,195256,13646,256081,109880,=,7.0,nM,1,IC50,,,0,8.15,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,8.154901959985743,VZCCGVWOKWCBRR-HZLPDVBGSA-N
745,928336,195256,13646,256075,221068,=,5.0,nM,1,IC50,,,0,8.3,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,5.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,8.301029995663981,ZNVYUVZJDGFHLU-XZNRUFCYSA-N
746,930967,195256,13646,256080,221059,=,2700.0,nM,1,IC50,,,0,5.57,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2700.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,5.568636235841013,YVSJBLJVDLTVFG-SODVOOIJSA-N
747,938245,195256,13646,256085,651784,=,55.0,nM,1,IC50,,,0,7.26,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,55.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,7.259637310505756,REDSVMQELDPLIJ-RRIAGDGJSA-N
748,938246,195256,13646,256063,220706,=,1900.0,nM,1,IC50,,,0,5.72,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1900.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,5.721246399047171,KRQIXWLSEPGFQM-SXWKCWPCSA-N
749,940649,195256,13646,256061,221375,=,18.0,nM,1,IC50,,,0,7.75,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,18.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,7.7447274948966935,KMOUBSDXELGKDH-VRIJDZSUSA-N
750,943284,195256,13646,256078,109213,=,3.0,nM,1,IC50,,,0,8.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,8.522878745280337,CGJZPYBZIFEXJA-IBPRQYQWSA-N
751,944712,195256,13646,256083,220732,=,500.0,nM,1,IC50,,,0,6.3,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,500.0,nM,,,,1e-09,10298,Human alphaherpesvirus 1,6.301029995663981,JHNRYSVFRLYZDT-UEOMBKFZSA-N
752,224128,195257,1913,181526,159488,=,5.0,nM,1,IC50,,,0,8.3,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,5.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,8.301029995663981,JALCGZQVJCGGDO-PONGSQKHSA-N
753,233113,195257,1913,181522,109607,=,5.0,nM,1,IC50,,,0,8.3,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,5.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,8.301029995663981,ZJQJXSUKJLLVKD-LDVJMBRRSA-N
754,236858,195257,1913,181531,23677,=,25000.0,nM,1,IC50,,,0,4.6,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,25000.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,4.6020599913279625,FXXZRFUMSFDETL-CEDRMGBBSA-N
755,238159,195257,1913,181519,1154399,=,8000.0,nM,1,IC50,,,0,5.1,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,8000.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,5.096910013008056,FTCVTRWEOQELKR-VARUNMFWSA-N
756,249064,195257,1913,181520,23774,=,4000.0,nM,1,IC50,,,0,5.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,4000.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,5.3979400086720375,QDQRVUVRQQHRNM-ZCBIBPQVSA-N
757,250434,195257,1913,181521,160446,=,0.7,nM,1,IC50,,,0,9.15,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.7,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,9.154901959985743,AGVDOEDTEWLKPJ-GMQPWBGISA-N
758,251860,195257,1913,181524,109765,=,140.0,nM,1,IC50,,,0,6.85,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,140.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,6.853871964321762,WWMSUBWBUOUIQP-OYSWMMLKSA-N
759,258653,195257,1913,181528,159741,=,4.0,nM,1,IC50,,,0,8.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,4.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,8.397940008672037,PZOKWCKJARSRIA-YOLJOIBXSA-N
760,258655,195257,1913,181525,109213,=,3.0,nM,1,IC50,,,0,8.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,8.522878745280337,CGJZPYBZIFEXJA-IBPRQYQWSA-N
761,261310,195257,1913,181530,110583,=,24.0,nM,1,IC50,,,0,7.62,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,24.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,7.619788758288394,CRDIJHAZNROVAL-PONGSQKHSA-N
762,261312,195257,1913,181529,159801,=,7.5,nM,1,IC50,,,0,8.12,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7.5,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,8.1249387366083,ZAMMUEWTTYTLIK-DTSFCTBBSA-N
763,262575,195257,1913,181527,159740,=,1.0,nM,1,IC50,,,0,9.0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,9.0,KHGXQGMNQMAHKJ-QSAKORRRSA-N
764,263964,195257,1913,181523,109658,=,635.0,nM,1,IC50,,,0,6.2,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,635.0,nM,,,,1e-09,10299,Human alphaherpesvirus 1 strain 17,6.197226274708024,OPFPCFWGSCFDAB-IBPRQYQWSA-N
765,224129,195259,1913,181526,159488,=,9800.0,nM,1,IC50,,,0,5.01,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,9800.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,5.008773924307505,JALCGZQVJCGGDO-PONGSQKHSA-N
766,233114,195259,1913,181522,109607,=,3500.0,nM,1,IC50,,,0,5.46,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3500.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,5.455931955649724,ZJQJXSUKJLLVKD-LDVJMBRRSA-N
767,236859,195259,1913,181531,23677,=,42000.0,nM,1,IC50,,,0,4.38,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,42000.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,4.376750709602099,FXXZRFUMSFDETL-CEDRMGBBSA-N
768,238160,195259,1913,181519,1154399,=,11000.0,nM,1,IC50,,,0,4.96,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,11000.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,4.958607314841775,FTCVTRWEOQELKR-VARUNMFWSA-N
769,249065,195259,1913,181520,23774,=,15000.0,nM,1,IC50,,,0,4.82,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,15000.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,4.823908740944319,QDQRVUVRQQHRNM-ZCBIBPQVSA-N
770,250435,195259,1913,181521,160446,=,22.0,nM,1,IC50,,,0,7.66,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,22.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,7.657577319177793,AGVDOEDTEWLKPJ-GMQPWBGISA-N
771,251861,195259,1913,181524,109765,=,2200.0,nM,1,IC50,,,0,5.66,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2200.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,5.657577319177793,WWMSUBWBUOUIQP-OYSWMMLKSA-N
772,258654,195259,1913,181528,159741,=,123.0,nM,1,IC50,,,0,6.91,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,123.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,6.910094888560602,PZOKWCKJARSRIA-YOLJOIBXSA-N
773,258656,195259,1913,181525,109213,=,925.0,nM,1,IC50,,,0,6.03,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,925.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,6.0338582672609675,CGJZPYBZIFEXJA-IBPRQYQWSA-N
774,261311,195259,1913,181530,110583,=,588.0,nM,1,IC50,,,0,6.23,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,588.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,6.230622673923861,CRDIJHAZNROVAL-PONGSQKHSA-N
775,261313,195259,1913,181529,159801,=,210.0,nM,1,IC50,,,0,6.68,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,210.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,6.6777807052660805,ZAMMUEWTTYTLIK-DTSFCTBBSA-N
776,262576,195259,1913,181527,159740,=,37.0,nM,1,IC50,,,0,7.43,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,37.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,7.431798275933005,KHGXQGMNQMAHKJ-QSAKORRRSA-N
777,263965,195259,1913,181523,109658,=,7000.0,nM,1,IC50,,,0,5.16,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7000.0,nM,,,,1e-09,10338,Human herpesvirus 3 strain Dumas,5.154901959985743,OPFPCFWGSCFDAB-IBPRQYQWSA-N
778,556720,195382,11459,222122,193581,=,0.5,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,0.5,%,,,,,10298,Human alphaherpesvirus 1,,QCQFKGUWRIYEGK-ZMSDPHGOSA-N
779,557886,195382,11459,222128,193069,=,23.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,23.0,%,,,,,10298,Human alphaherpesvirus 1,,FOXJWVBDTQFOLG-LWRUXDFDSA-N
780,560375,195382,11459,222127,193068,=,5.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,5.0,%,,,,,10298,Human alphaherpesvirus 1,,XLBMYITUSXRUHR-ZMSDPHGOSA-N
781,560377,195382,11459,222135,193123,=,41.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,41.0,%,,,,,10298,Human alphaherpesvirus 1,,JAHHYWCKKNSXSR-VAIKXJNYSA-N
782,561313,195382,11459,222121,193580,=,100.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,100.0,%,,,,,10298,Human alphaherpesvirus 1,,KMXCIZAXKYOILP-VAIKXJNYSA-N
783,565984,195382,11459,222142,193789,=,55.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,55.0,%,,,,,10298,Human alphaherpesvirus 1,,FYYVMJCWFIRJQB-VWVOTPFLSA-N
784,571162,195382,11459,222143,193823,=,72.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,72.0,%,,,,,10298,Human alphaherpesvirus 1,,MHTJOJPMLHRUGZ-RXNGFJNCSA-N
785,572413,195382,11459,222131,192883,=,85.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,85.0,%,,,,,10298,Human alphaherpesvirus 1,,WGOWJPLYJPUNGZ-MDWLARINSA-N
786,574779,195382,11459,222125,193137,=,0.8,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,0.8,%,,,,,10298,Human alphaherpesvirus 1,,YTDVETJPYFXCJN-ZMSDPHGOSA-N
787,575976,195382,11459,222141,192820,=,106.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,106.0,%,,,,,10298,Human alphaherpesvirus 1,,VMVXBHSOJMHBMG-AOFRSIEYSA-N
788,577262,195382,11459,222139,192818,=,125.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,125.0,%,,,,,10298,Human alphaherpesvirus 1,,CDZBZLUYQWIUOA-ZFOLZBMTSA-N
789,578552,195382,11459,222126,193280,=,0.6,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,0.6,%,,,,,10298,Human alphaherpesvirus 1,,WQCIWQDQDKCORU-VAIKXJNYSA-N
790,580887,195382,11459,222138,193208,=,17.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,17.0,%,,,,,10298,Human alphaherpesvirus 1,,MPOROIRTTIWCOX-MMLPPSPCSA-N
791,584587,195382,11459,222130,193154,=,61.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,61.0,%,,,,,10298,Human alphaherpesvirus 1,,XMKNKIOBKWJSAZ-MDWLARINSA-N
792,585854,195382,11459,222132,193080,=,127.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,127.0,%,,,,,10298,Human alphaherpesvirus 1,,XMSNUILEXCHDAF-USFQEDDRSA-N
793,585856,195382,11459,222129,193153,=,83.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,83.0,%,,,,,10298,Human alphaherpesvirus 1,,XNKWVVKWYAKSKL-FIMHQZNMSA-N
794,585858,195382,11459,222140,192819,=,140.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,140.0,%,,,,,10298,Human alphaherpesvirus 1,,RMKXGWJNOUJPHV-AOFRSIEYSA-N
795,588295,195382,11459,222137,193186,=,35.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,35.0,%,,,,,10298,Human alphaherpesvirus 1,,SGJWQNVXXIURRS-VAIKXJNYSA-N
796,592236,195382,11459,222136,193124,=,0.7,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,0.7,%,,,,,10298,Human alphaherpesvirus 1,,PFVARFOWINWSRX-WRHUPJLPSA-N
797,563746,195383,11459,222123,193645,,,%,0,Inhibition,Not Determined,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,,,10298,Human alphaherpesvirus 1,,RIBATNQZOFNHML-WRHUPJLPSA-N
798,568602,195383,11459,222133,193081,,,%,0,Inhibition,Not Determined,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,,,10298,Human alphaherpesvirus 1,,KMXCIZAXKYOILP-ISZFLJLESA-N
799,571160,195383,11459,222134,193170,,,%,0,Inhibition,Not Determined,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,,,10298,Human alphaherpesvirus 1,,DXBKIGOQJNKCJG-NCBLFUNDSA-N
800,589591,195383,11459,222124,193136,,,%,0,Inhibition,Not Determined,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,,,10298,Human alphaherpesvirus 1,,SJERUKYJTDMEHZ-WRHUPJLPSA-N
801,556719,195384,11459,222122,193581,=,650000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,650.0,uM,,,,1e-09,10298,Human alphaherpesvirus 1,3.1870866433571443,QCQFKGUWRIYEGK-ZMSDPHGOSA-N
802,557885,195384,11459,222128,193069,=,14300.0,nM,1,IC50,,,0,4.84,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,14.3,uM,,,,1e-09,10298,Human alphaherpesvirus 1,4.844663962534939,FOXJWVBDTQFOLG-LWRUXDFDSA-N
803,560374,195384,11459,222127,193068,=,73000.0,nM,1,IC50,,,0,4.14,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,73.0,uM,,,,1e-09,10298,Human alphaherpesvirus 1,4.136677139879544,XLBMYITUSXRUHR-ZMSDPHGOSA-N
804,560376,195384,11459,222135,193123,=,8700.0,nM,1,IC50,,,0,5.06,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,8.7,uM,,,,1e-09,10298,Human alphaherpesvirus 1,5.060480747381382,JAHHYWCKKNSXSR-VAIKXJNYSA-N
805,561312,195384,11459,222121,193580,=,3200.0,nM,1,IC50,,,0,5.5,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.2,uM,,,,1e-09,10298,Human alphaherpesvirus 1,5.494850021680094,KMXCIZAXKYOILP-VAIKXJNYSA-N
806,563745,195384,11459,222123,193645,>,1000000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,uM,,,,1e-09,10298,Human alphaherpesvirus 1,3.0,RIBATNQZOFNHML-WRHUPJLPSA-N
807,565983,195384,11459,222142,193789,=,4200.0,nM,1,IC50,,,0,5.38,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,4.2,uM,,,,1e-09,10298,Human alphaherpesvirus 1,5.376750709602099,FYYVMJCWFIRJQB-VWVOTPFLSA-N
808,568601,195384,11459,222133,193081,>,1000000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,uM,,,,1e-09,10298,Human alphaherpesvirus 1,3.0,KMXCIZAXKYOILP-ISZFLJLESA-N
809,571159,195384,11459,222134,193170,>,1000000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,uM,,,,1e-09,10298,Human alphaherpesvirus 1,3.0,DXBKIGOQJNKCJG-NCBLFUNDSA-N
810,571161,195384,11459,222143,193823,=,4600.0,nM,1,IC50,,,0,5.34,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,4.6,uM,,,,1e-09,10298,Human alphaherpesvirus 1,5.337242168318426,MHTJOJPMLHRUGZ-RXNGFJNCSA-N
811,572412,195384,11459,222131,192883,=,3900.0,nM,1,IC50,,,0,5.41,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.9,uM,,,,1e-09,10298,Human alphaherpesvirus 1,5.4089353929735005,WGOWJPLYJPUNGZ-MDWLARINSA-N
812,574778,195384,11459,222125,193137,=,345000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,345.0,uM,,,,1e-09,10298,Human alphaherpesvirus 1,3.462180904926726,YTDVETJPYFXCJN-ZMSDPHGOSA-N
813,575975,195384,11459,222141,192820,=,3100.0,nM,1,IC50,,,0,5.51,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.1,uM,,,,1e-09,10298,Human alphaherpesvirus 1,5.508638306165727,VMVXBHSOJMHBMG-AOFRSIEYSA-N
814,577261,195384,11459,222139,192818,=,3600.0,nM,1,IC50,,,0,5.44,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.6,uM,,,,1e-09,10298,Human alphaherpesvirus 1,5.443697499232712,CDZBZLUYQWIUOA-ZFOLZBMTSA-N
